,totoff,vol,totbid,amount,last,low,high,open,avebid,aveoff,trade,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,bid_vol1,bid_vol2,bid_vol3,bid_vol4,bid_vol5,bid_vol6,bid_vol7,bid_vol8,bid_vol9,bid_vol10,ask_vol1,ask_vol2,ask_vol3,ask_vol4,ask_vol5,ask_vol6,ask_vol7,ask_vol8,ask_vol9,ask_vol10
110245000,22224807.0,125024391.0,12739425.0,1544997732.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44714.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,224200.0,30100.0,288940.0,94385.0,215400.0,256800.0,202500.0,425300.0,734700.0,1141600.0,44980.0,36603.0,75200.0,97400.0,148520.0,800500.0,24400.0,517900.0,220900.0,41060.0
110248000,22242207.0,125029091.0,12737725.0,1545055282.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44718.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,221700.0,30900.0,288940.0,94385.0,215400.0,256800.0,202500.0,425300.0,734700.0,1141600.0,45180.0,36603.0,75200.0,97400.0,148520.0,800500.0,24400.0,517900.0,220900.0,41060.0
110251000,22245207.0,125033591.0,12727725.0,1545110367.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44720.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,220000.0,30900.0,288940.0,86685.0,215400.0,256500.0,202500.0,425300.0,733700.0,1142100.0,48080.0,36603.0,71800.0,99400.0,150020.0,800500.0,24400.0,517900.0,220900.0,41060.0
110254000,22229907.0,125034991.0,12722625.0,1545127517.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44722.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,221900.0,30900.0,289940.0,92185.0,202900.0,256500.0,204500.0,425300.0,733700.0,1142100.0,50680.0,11603.0,71800.0,99400.0,150020.0,802600.0,29400.0,517900.0,220900.0,41060.0
110257000,22247107.0,125045491.0,12725925.0,1545256134.0,122500.0,121500.0,125700.0,125500.0,120000.0,128900.0,44728.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,221100.0,30900.0,289940.0,92185.0,203000.0,256500.0,204500.0,425300.0,733700.0,1142100.0,45580.0,11603.0,72000.0,99400.0,149720.0,802600.0,29400.0,517900.0,220900.0,41060.0
110300000,22235207.0,125080391.0,12767925.0,1545683601.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44737.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,265400.0,30900.0,290040.0,92185.0,204000.0,256500.0,200500.0,424900.0,733700.0,1142100.0,32180.0,11603.0,72000.0,99400.0,149720.0,802600.0,29400.0,517900.0,220900.0,41060.0
110303000,22254807.0,125088991.0,12763925.0,1545788901.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44742.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,260800.0,30900.0,291040.0,92185.0,203500.0,256500.0,200500.0,424900.0,733700.0,1142100.0,31580.0,31603.0,69500.0,99400.0,149720.0,802600.0,29400.0,517900.0,220900.0,41060.0
110306000,22252607.0,125091891.0,12769625.0,1545824421.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44747.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,121500.0,122500.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,260800.0,31000.0,291040.0,92185.0,204500.0,256500.0,200500.0,425400.0,733700.0,1145600.0,29180.0,31603.0,69500.0,99500.0,149720.0,803100.0,29400.0,517900.0,220900.0,41060.0
110309000,22221827.0,125125571.0,12955345.0,1546237026.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44762.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,181820.0,261200.0,30500.0,291040.0,92185.0,204500.0,257700.0,200500.0,425400.0,733800.0,30003.0,69500.0,99500.0,149720.0,803100.0,29400.0,517900.0,220900.0,41060.0,539800.0
110312000,22220327.0,125125871.0,12954945.0,1546240701.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44763.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,182020.0,260700.0,30500.0,291040.0,92185.0,204500.0,257700.0,200500.0,425400.0,733800.0,30003.0,69500.0,95500.0,149720.0,803100.0,29400.0,517900.0,220900.0,41060.0,539800.0
110315000,22235327.0,125129371.0,12959545.0,1546283601.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44765.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,185320.0,258400.0,30500.0,291040.0,92185.0,204500.0,258400.0,200500.0,425400.0,734200.0,45203.0,69500.0,95500.0,149720.0,802900.0,29400.0,517900.0,220900.0,41060.0,539800.0
110318000,22254527.0,125129871.0,13058445.0,1546289726.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44766.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,186620.0,256600.0,29100.0,291040.0,92485.0,204500.0,258400.0,300500.0,425400.0,734100.0,48003.0,69500.0,95500.0,149720.0,802900.0,43500.0,517900.0,220900.0,41060.0,539800.0
110321000,22228427.0,125137671.0,13063445.0,1546385354.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44774.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,190120.0,256700.0,26600.0,291040.0,92485.0,206900.0,258400.0,300500.0,426100.0,734400.0,22203.0,69500.0,95500.0,149720.0,802400.0,43500.0,517900.0,220900.0,41060.0,539800.0
110324000,22215527.0,125154571.0,13069145.0,1546592548.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44783.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,193720.0,256700.0,26600.0,291040.0,92485.0,209000.0,258400.0,300500.0,426100.0,734400.0,6903.0,71000.0,95500.0,149720.0,802400.0,43500.0,517900.0,220900.0,41060.0,539800.0
110327000,22210124.0,125161574.0,13073642.0,1546678403.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44795.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,2397.0,194020.0,258200.0,26600.0,291040.0,92485.0,209000.0,258400.0,301000.0,426200.0,71000.0,95500.0,149720.0,802400.0,43500.0,517900.0,220900.0,41060.0,539800.0,67764.0
110330000,22198824.0,125176374.0,13068442.0,1546859936.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44807.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,121600.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,192517.0,258200.0,26600.0,291040.0,92485.0,209000.0,258400.0,301000.0,426200.0,732400.0,62000.0,96500.0,149720.0,801400.0,43500.0,517900.0,220900.0,41060.0,538500.0,67764.0
110333000,22259824.0,125183774.0,13061142.0,1546950612.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44813.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,3900.0,187317.0,258200.0,26600.0,291040.0,92485.0,209000.0,258400.0,301000.0,426200.0,61400.0,96500.0,149720.0,801200.0,43500.0,517900.0,220900.0,41060.0,538500.0,67764.0
110336000,22266224.0,125185874.0,12999642.0,1546976358.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44815.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,4100.0,187617.0,208600.0,26600.0,291040.0,92485.0,209000.0,258400.0,301000.0,426200.0,64800.0,96500.0,152720.0,801200.0,43500.0,517900.0,220900.0,41060.0,538500.0,67764.0
110339000,22269624.0,125185974.0,13008742.0,1546977585.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44816.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,6300.0,200517.0,208600.0,26600.0,291040.0,92485.0,209000.0,258400.0,301000.0,426200.0,64700.0,98500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,538500.0,67764.0
110342000,22265924.0,125192374.0,13011042.0,1547056062.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44828.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,3200.0,205817.0,211100.0,26600.0,291040.0,92485.0,209000.0,258400.0,298700.0,426200.0,64400.0,98500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,538500.0,63364.0
110345000,22276424.0,125201574.0,12997842.0,1547168898.0,122500.0,121500.0,125700.0,125500.0,120100.0,128900.0,44837.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,100.0,205417.0,203200.0,26600.0,291040.0,92485.0,209000.0,258400.0,296900.0,426200.0,73900.0,98500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,538500.0,63364.0
110348000,22322724.0,125240274.0,13043442.0,1547643394.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44846.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,46000.0,205617.0,203200.0,26600.0,290340.0,92485.0,209000.0,258400.0,296900.0,426200.0,118300.0,99900.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,538500.0,63364.0
110351000,22323124.0,125246474.0,13036542.0,1547719426.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44849.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,43600.0,205617.0,203200.0,26600.0,290340.0,92485.0,208500.0,258400.0,296900.0,426200.0,116700.0,99900.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,540000.0,63364.0
110354000,22322424.0,125248674.0,13048842.0,1547746420.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44852.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,56400.0,205717.0,203200.0,26600.0,290340.0,92485.0,208500.0,258400.0,296900.0,426200.0,114800.0,100900.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,540000.0,63364.0
110357000,22320224.0,125252074.0,13053242.0,1547788128.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44856.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,65500.0,201617.0,203200.0,26500.0,290340.0,92485.0,208600.0,258400.0,296900.0,426200.0,112900.0,101200.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,540200.0,63364.0
110400000,22316724.0,125270574.0,13048242.0,1548015035.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44860.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,58700.0,205617.0,201700.0,26500.0,290340.0,92885.0,208600.0,258400.0,296900.0,426200.0,117900.0,101200.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,539700.0,63364.0
110403000,22299024.0,125292174.0,13049742.0,1548280042.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44864.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,58700.0,204817.0,201200.0,26500.0,290340.0,92585.0,208600.0,258400.0,296900.0,426200.0,99800.0,101500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,539700.0,63364.0
110406000,22303024.0,125306474.0,13036142.0,1548455360.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44867.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,48200.0,204817.0,201200.0,26500.0,290340.0,92585.0,205500.0,258400.0,296900.0,426200.0,103300.0,101500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,539700.0,63364.0
110409000,22304724.0,125309274.0,12876142.0,1548489715.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44871.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,48100.0,205317.0,40800.0,26500.0,292340.0,92585.0,205500.0,258400.0,296900.0,426200.0,105000.0,101500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,539700.0,63364.0
110412000,22280224.0,125348174.0,12908742.0,1548966940.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44898.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,79000.0,206317.0,40800.0,26500.0,292340.0,92585.0,205500.0,258400.0,296900.0,426200.0,79300.0,101500.0,154720.0,800700.0,43500.0,517900.0,220900.0,41060.0,540000.0,63364.0
110415000,22171424.0,125459574.0,12928642.0,1550334040.0,122600.0,121500.0,125700.0,125500.0,120100.0,128900.0,44932.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,94200.0,209417.0,40800.0,26500.0,292340.0,92585.0,206500.0,258400.0,296900.0,426200.0,1400.0,78100.0,154720.0,792200.0,43500.0,517900.0,220900.0,41060.0,540000.0,63364.0
110418000,22175824.0,125501174.0,12930342.0,1550844462.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44947.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,121700.0,122700.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,93300.0,209417.0,40800.0,27500.0,292340.0,92585.0,206500.0,260000.0,296900.0,426200.0,5300.0,76100.0,154720.0,792200.0,43500.0,517900.0,220900.0,41060.0,540000.0,63364.0
110421000,22180524.0,125507074.0,12965842.0,1550916854.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44952.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,40300.0,98300.0,202217.0,40800.0,27500.0,292340.0,92585.0,206500.0,260000.0,296800.0,76100.0,154720.0,792200.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0
110424000,22174724.0,125514874.0,12984742.0,1551012638.0,122800.0,121500.0,125700.0,125500.0,120100.0,128900.0,44955.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,50700.0,105500.0,202617.0,40800.0,27500.0,292340.0,93585.0,206200.0,260000.0,296800.0,68300.0,154720.0,792200.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0
110427000,22149104.0,125522474.0,12997542.0,1551105965.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,44958.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,67500.0,105300.0,202617.0,40800.0,27500.0,292340.0,93485.0,206200.0,260000.0,296800.0,43500.0,152220.0,792200.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0
110430000,22094364.0,125580994.0,12974322.0,1551824592.0,122800.0,121500.0,125700.0,125500.0,120100.0,129000.0,44997.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,7100.0,64580.0,80900.0,202617.0,40800.0,27500.0,292340.0,93485.0,206200.0,258000.0,145220.0,791600.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0,134000.0
110433000,22092964.0,125589194.0,12971842.0,1551925312.0,122900.0,121500.0,125700.0,125500.0,120100.0,129000.0,45001.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,12600.0,61900.0,78300.0,202617.0,40800.0,27500.0,292340.0,93485.0,206200.0,258000.0,143620.0,791600.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0,134000.0
110436000,22096864.0,125600194.0,12962842.0,1552060487.0,122900.0,121500.0,125700.0,125500.0,120100.0,129000.0,45009.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,17200.0,62400.0,77900.0,205617.0,40800.0,27500.0,292340.0,90785.0,205200.0,258000.0,147220.0,791900.0,43500.0,517900.0,220900.0,41060.0,550000.0,63364.0,39700.0,134000.0
110439000,22065164.0,125619394.0,12957242.0,1552296363.0,122800.0,121500.0,125700.0,125500.0,120100.0,129000.0,45016.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,17100.0,52000.0,77900.0,205617.0,40800.0,27500.0,292340.0,90785.0,205200.0,258000.0,137720.0,791900.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,134000.0
110442000,22067964.0,125621294.0,12979542.0,1552319709.0,122900.0,121500.0,125700.0,125500.0,120100.0,129000.0,45022.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,41000.0,50400.0,77900.0,205617.0,40800.0,27500.0,292340.0,90785.0,205200.0,258000.0,137020.0,791900.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,134000.0
110445000,21998564.0,125699594.0,13012342.0,1553282015.0,122900.0,121500.0,125700.0,125500.0,120100.0,129000.0,45038.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,77300.0,50400.0,77900.0,205817.0,40800.0,23500.0,292340.0,90785.0,205200.0,258000.0,66520.0,791900.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,134000.0
110448000,22142964.0,125707194.0,13011442.0,1553375407.0,122900.0,121500.0,125700.0,125500.0,120100.0,128900.0,45044.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,76200.0,58400.0,76900.0,205817.0,40800.0,23500.0,284840.0,90785.0,205200.0,259000.0,211420.0,791000.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,134000.0
110451000,22129364.0,125721394.0,13010942.0,1553549899.0,122900.0,121500.0,125700.0,125500.0,120100.0,128900.0,45058.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,77300.0,63400.0,76900.0,197317.0,40800.0,23500.0,284640.0,90785.0,205200.0,259000.0,198320.0,790000.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,134000.0
110454000,22076964.0,125726194.0,13022942.0,1553608887.0,122800.0,121500.0,125700.0,125500.0,120100.0,129000.0,45064.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,92300.0,63400.0,77400.0,195417.0,40800.0,23500.0,284640.0,90785.0,205200.0,259000.0,214220.0,788700.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,104000.0
110457000,21903164.0,125904594.0,13023242.0,1555801423.0,122900.0,121500.0,125700.0,125500.0,120100.0,129000.0,45086.0,122800.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,123800.0,92300.0,63400.0,76400.0,195517.0,40800.0,23500.0,284640.0,90785.0,206200.0,259000.0,39520.0,788800.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0,104000.0
110500000,22301264.0,126010994.0,12938742.0,1557108015.0,122800.0,121500.0,125700.0,125500.0,120100.0,128900.0,45107.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,71200.0,76400.0,195517.0,40800.0,23500.0,284640.0,90785.0,206200.0,259000.0,296600.0,393600.0,44020.0,788800.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0
110503000,22276664.0,126036794.0,12959542.0,1557424838.0,122700.0,121500.0,125700.0,125500.0,120100.0,128900.0,45114.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,71900.0,78900.0,192517.0,40500.0,22500.0,284640.0,90785.0,226300.0,259000.0,296600.0,368000.0,44020.0,788800.0,43500.0,517900.0,193600.0,41060.0,550000.0,63364.0,39700.0
110506000,22192364.0,126119894.0,12999142.0,1558445306.0,122800.0,121500.0,125700.0,125500.0,120100.0,128900.0,45120.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,120200.0,78900.0,192617.0,38000.0,17500.0,284640.0,90785.0,225800.0,259000.0,296600.0,284900.0,44020.0,786800.0,43500.0,517900.0,193600.0,41060.0,550800.0,63364.0,39700.0
110509000,22193564.0,126129694.0,13048042.0,1558565650.0,122800.0,121500.0,125700.0,125500.0,120100.0,128900.0,45125.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,121200.0,79200.0,194617.0,36400.0,17500.0,284640.0,90385.0,225300.0,308300.0,296600.0,275100.0,54020.0,787800.0,43500.0,517900.0,193600.0,41060.0,550800.0,63364.0,39700.0
110512000,22185564.0,126138994.0,13546642.0,1558679840.0,122800.0,121500.0,125700.0,125500.0,120200.0,128900.0,45130.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,120100.0,579200.0,194717.0,36200.0,17500.0,284640.0,90385.0,225300.0,308800.0,296600.0,282720.0,38500.0,787700.0,43500.0,517900.0,193600.0,41060.0,550800.0,63364.0,39700.0
110515000,22189564.0,126152294.0,13544142.0,1558843164.0,122800.0,121500.0,125700.0,125500.0,120200.0,128900.0,45135.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,122000.0,579200.0,192717.0,36200.0,17500.0,284640.0,90385.0,225700.0,308800.0,296000.0,283420.0,38500.0,791000.0,43500.0,517900.0,193600.0,41060.0,550800.0,63364.0,39700.0
110518000,22248264.0,126157094.0,13366142.0,1558902098.0,122800.0,121500.0,125700.0,125500.0,120200.0,128900.0,45141.0,122700.0,122600.0,122500.0,122400.0,122300.0,122200.0,122100.0,122000.0,121900.0,121800.0,122800.0,122900.0,123000.0,123100.0,123200.0,123300.0,123400.0,123500.0,123600.0,123700.0,122200.0,541500.0,192617.0,36400.0,17500.0,284640.0,90385.0,223800.0,308800.0,196000.0,328620.0,49000.0,791000.0,43500.0,517900.0,193600.0,41060.0,550800.0,63364.0,39700.0
