,totoff,vol,totbid,amount,last,low,high,open,avebid,aveoff,trade,bid1,bid2,bid3,bid4,bid5,bid6,bid7,bid8,bid9,bid10,ask1,ask2,ask3,ask4,ask5,ask6,ask7,ask8,ask9,ask10,bid_vol1,bid_vol2,bid_vol3,bid_vol4,bid_vol5,bid_vol6,bid_vol7,bid_vol8,bid_vol9,bid_vol10,ask_vol1,ask_vol2,ask_vol3,ask_vol4,ask_vol5,ask_vol6,ask_vol7,ask_vol8,ask_vol9,ask_vol10
93621000,11990420.0,22097210.0,7997736.0,274555180.0,125000.0,122500.0,125500.0,125500.0,121000.0,130700.0,7496.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,30180.0,184100.0,88000.0,109800.0,51500.0,29840.0,46600.0,60100.0,87900.0,139500.0,147900.0,31000.0,279600.0,321930.0,567120.0,478676.0,59800.0,280600.0,181220.0,80400.0
93624000,12043520.0,22252815.0,7947031.0,276497257.0,124900.0,122500.0,125500.0,125500.0,121000.0,130700.0,7534.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,152875.0,83200.0,121000.0,51500.0,32840.0,46000.0,60100.0,91500.0,139500.0,79100.0,800.0,45000.0,149800.0,31000.0,279600.0,329430.0,564020.0,478576.0,59800.0,280600.0
93627000,12440500.0,22308815.0,7974931.0,277196087.0,124800.0,122500.0,125500.0,125500.0,121000.0,130500.0,7562.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,1000.0,138575.0,83200.0,134400.0,51600.0,34240.0,46000.0,50100.0,91500.0,139500.0,437200.0,152800.0,31000.0,279600.0,328830.0,562020.0,476876.0,59800.0,280600.0,181120.0
93630000,12438300.0,22447815.0,8023131.0,278931039.0,124800.0,122500.0,125500.0,125500.0,121000.0,130500.0,7614.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,1500.0,209375.0,83300.0,132300.0,53600.0,34240.0,42400.0,50100.0,92300.0,139500.0,414300.0,134300.0,69300.0,279600.0,327830.0,562020.0,476776.0,59800.0,280600.0,181120.0
93633000,12390600.0,22458915.0,8017731.0,279069618.0,124900.0,122500.0,125500.0,125500.0,121000.0,130600.0,7635.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,27200.0,206875.0,85800.0,119800.0,53600.0,34240.0,42900.0,50200.0,93500.0,137500.0,409400.0,135800.0,69700.0,280300.0,327830.0,561920.0,476776.0,59800.0,280600.0,181120.0
93636000,12499800.0,22517215.0,7991231.0,279797182.0,124800.0,122500.0,125500.0,125500.0,121000.0,130500.0,7667.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,212375.0,88000.0,111800.0,51600.0,34240.0,42900.0,50200.0,93500.0,137300.0,76600.0,29000.0,438400.0,136000.0,70000.0,330300.0,327830.0,562120.0,476776.0,59800.0,280600.0
93639000,12465000.0,22602415.0,8031331.0,280860154.0,124800.0,122500.0,125500.0,125500.0,121000.0,130500.0,7710.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,279175.0,95300.0,105700.0,51600.0,32240.0,42900.0,50200.0,94500.0,125300.0,76600.0,25700.0,405400.0,136000.0,70000.0,332300.0,327830.0,562120.0,476776.0,59800.0,280600.0
93642000,12204500.0,22936615.0,8044231.0,285033145.0,124900.0,122500.0,125500.0,125500.0,121000.0,130600.0,7753.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,291775.0,95300.0,105700.0,51600.0,32240.0,43400.0,50200.0,94800.0,125300.0,77500.0,171900.0,134900.0,70000.0,332300.0,327830.0,555120.0,476776.0,59800.0,280600.0,181120.0
93645000,12136200.0,23129715.0,8131331.0,287443716.0,124900.0,122500.0,125500.0,125500.0,121000.0,130700.0,7776.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,89000.0,291775.0,101200.0,105900.0,51600.0,32240.0,43400.0,50200.0,96300.0,125300.0,132500.0,136100.0,70000.0,332300.0,328130.0,555120.0,475476.0,59800.0,280600.0,180120.0
93648000,12066100.0,23208915.0,8180631.0,288432724.0,124800.0,122500.0,125500.0,125500.0,121000.0,130700.0,7799.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,117900.0,266675.0,102100.0,105900.0,51600.0,31440.0,43900.0,50200.0,95800.0,125300.0,74800.0,135600.0,69400.0,332300.0,331430.0,544620.0,475476.0,59800.0,280600.0,180120.0
93651000,12110400.0,23344115.0,8014931.0,290120163.0,124800.0,122500.0,125500.0,125500.0,121000.0,130700.0,7857.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,203775.0,102900.0,106500.0,51600.0,31440.0,44400.0,30200.0,97000.0,125300.0,79500.0,6200.0,56300.0,135600.0,70400.0,332300.0,364730.0,541220.0,475476.0,59800.0,280600.0
93654000,12034000.0,23459315.0,8057131.0,291559064.0,124800.0,122500.0,125500.0,125500.0,121000.0,130700.0,7903.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,45900.0,197175.0,101900.0,106500.0,51600.0,30140.0,44400.0,33200.0,96100.0,125300.0,5200.0,116200.0,70400.0,332300.0,364730.0,541220.0,475476.0,59600.0,280600.0,180120.0
93657000,12031600.0,23488915.0,8217731.0,291928705.0,124800.0,122500.0,125500.0,125500.0,121100.0,130700.0,7924.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,179400.0,205675.0,102900.0,120500.0,51100.0,29140.0,44400.0,33200.0,97600.0,125300.0,800.0,109400.0,71400.0,332300.0,364730.0,539420.0,477476.0,59600.0,280600.0,180120.0
93700000,12011400.0,23663615.0,7873531.0,294109480.0,124800.0,122500.0,125500.0,125500.0,121000.0,130700.0,7964.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,60000.0,176175.0,102200.0,125500.0,51100.0,27340.0,44400.0,33500.0,98400.0,125300.0,5900.0,101100.0,71100.0,330300.0,364730.0,539420.0,477476.0,59600.0,280600.0,180120.0
93703000,11973800.0,23841415.0,8143831.0,296331396.0,124900.0,122500.0,125500.0,125500.0,121100.0,130800.0,8023.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,40900.0,232400.0,181675.0,101700.0,124600.0,111100.0,27340.0,44400.0,33500.0,90200.0,69800.0,71100.0,330300.0,364730.0,538420.0,477476.0,59600.0,280600.0,180120.0,79400.0
93706000,11937900.0,23954315.0,8207231.0,297742300.0,124900.0,122500.0,125500.0,125500.0,121100.0,130800.0,8044.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,73300.0,260800.0,183075.0,101800.0,134700.0,111100.0,27340.0,44400.0,33500.0,91200.0,15000.0,74400.0,330300.0,369730.0,538420.0,478676.0,59600.0,280600.0,180120.0,79400.0
93709000,12111100.0,24017315.0,8287431.0,298529364.0,125000.0,122500.0,125500.0,125500.0,121200.0,130700.0,8073.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,167500.0,261700.0,185175.0,106800.0,135200.0,111200.0,27340.0,42100.0,18800.0,93200.0,85300.0,174400.0,330300.0,369730.0,540920.0,478676.0,59600.0,278700.0,180120.0,79400.0
93712000,12253300.0,24073215.0,8301531.0,299227770.0,125000.0,122500.0,125500.0,125500.0,121200.0,130600.0,8104.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,155400.0,269700.0,192175.0,107300.0,137200.0,111200.0,27340.0,42100.0,18800.0,94800.0,224900.0,174700.0,330300.0,369730.0,540420.0,479676.0,59600.0,278700.0,180120.0,79400.0
93715000,12314500.0,24473915.0,8134431.0,304234403.0,125000.0,122500.0,125500.0,125500.0,121100.0,130600.0,8168.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,1500.0,271500.0,191775.0,108100.0,128500.0,104700.0,26740.0,42100.0,17800.0,96600.0,268300.0,181500.0,331400.0,369730.0,545220.0,479676.0,59600.0,278700.0,180120.0,79400.0
93718000,12345300.0,24821415.0,7853431.0,308572444.0,124900.0,122500.0,125500.0,125500.0,121000.0,130600.0,8270.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,5300.0,184475.0,104900.0,128200.0,104700.0,26740.0,42100.0,17800.0,94300.0,109600.0,4500.0,284200.0,191500.0,331400.0,369730.0,545220.0,478676.0,59600.0,278800.0,180120.0
93721000,12802200.0,25132015.0,7844231.0,312450136.0,124800.0,122500.0,125500.0,125500.0,120900.0,130400.0,8321.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,184775.0,102500.0,128200.0,104700.0,26740.0,37100.0,17800.0,95300.0,109600.0,87100.0,285600.0,200.0,446600.0,201400.0,331400.0,369730.0,542220.0,479076.0,59600.0,278800.0
93724000,12746800.0,25286115.0,7802831.0,314372980.0,124800.0,122500.0,125500.0,125500.0,120900.0,130400.0,8352.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,152375.0,102500.0,128700.0,104700.0,26740.0,37100.0,17800.0,95800.0,109600.0,87100.0,185700.0,132900.0,453000.0,101400.0,332400.0,369730.0,542220.0,480176.0,59600.0,278800.0
93727000,12667025.0,25563990.0,7665156.0,317839213.0,124800.0,122500.0,125500.0,125500.0,120900.0,130500.0,8422.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,102500.0,128900.0,104700.0,35140.0,36600.0,17800.0,95800.0,109600.0,88000.0,49400.0,73825.0,136000.0,454300.0,101500.0,332400.0,369730.0,540220.0,480176.0,60900.0,278800.0
93730000,12454000.0,25864015.0,7686731.0,321584971.0,125000.0,122500.0,125500.0,125500.0,120900.0,130600.0,8485.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,87275.0,128900.0,104700.0,35140.0,36600.0,17800.0,95800.0,109600.0,88000.0,49400.0,452700.0,100400.0,332400.0,369730.0,539320.0,480276.0,60900.0,279900.0,181120.0,82300.0
93733000,12482400.0,25910115.0,7723031.0,322159979.0,125000.0,122500.0,125500.0,125500.0,120900.0,130500.0,8516.0,124900.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,125900.0,8100.0,25500.0,1000.0,78975.0,129400.0,104700.0,35140.0,36600.0,17800.0,100900.0,504200.0,130400.0,332400.0,369730.0,539320.0,480476.0,69400.0,279900.0,181120.0,82300.0
93736000,12489830.0,25968715.0,7813391.0,322891553.0,124900.0,122500.0,125500.0,125500.0,120900.0,130500.0,8557.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,116900.0,4500.0,78975.0,134800.0,104700.0,31400.0,36600.0,17800.0,100900.0,109600.0,47830.0,521300.0,130400.0,282400.0,369730.0,538320.0,481176.0,69400.0,279900.0,181120.0
93739000,12707930.0,26054815.0,7808991.0,323966756.0,124900.0,122500.0,125500.0,125500.0,120900.0,130400.0,8596.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,113000.0,4700.0,78975.0,138300.0,104700.0,31400.0,36600.0,17800.0,100900.0,109600.0,349730.0,440300.0,124700.0,282400.0,369730.0,538320.0,481176.0,69400.0,279900.0,181120.0
93742000,12695530.0,26150015.0,7900491.0,325154992.0,124800.0,122500.0,125500.0,125500.0,121000.0,130500.0,8613.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,182000.0,19500.0,89575.0,138300.0,104700.0,31400.0,36600.0,17300.0,95900.0,109600.0,358030.0,418500.0,124700.0,282400.0,369730.0,536720.0,481176.0,69400.0,279900.0,181120.0
93745000,12727930.0,26315615.0,7829491.0,327222060.0,124900.0,122500.0,125500.0,125500.0,120900.0,130500.0,8664.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,82600.0,21500.0,99575.0,140300.0,104700.0,41400.0,36600.0,17300.0,95900.0,109600.0,336930.0,428900.0,124700.0,282400.0,369730.0,533720.0,480076.0,69400.0,279900.0,183120.0
93748000,12737730.0,26404415.0,7843091.0,328330578.0,124800.0,122500.0,125500.0,125500.0,120900.0,130500.0,8685.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,65600.0,22300.0,99175.0,141300.0,105200.0,41400.0,36600.0,17300.0,95800.0,109600.0,307530.0,463600.0,125600.0,282400.0,369730.0,533720.0,480076.0,69400.0,279900.0,183120.0
93751000,12802330.0,26440915.0,7949891.0,328786341.0,124900.0,122500.0,125500.0,125500.0,120800.0,130400.0,8709.0,124800.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,125800.0,64700.0,25000.0,99175.0,141300.0,100300.0,41400.0,36600.0,17300.0,95800.0,108600.0,265730.0,563600.0,120600.0,282400.0,369730.0,533720.0,482076.0,69400.0,279900.0,183120.0
93754000,12949930.0,26593415.0,7932191.0,330688944.0,124700.0,122500.0,125500.0,125500.0,120800.0,130400.0,8769.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,101575.0,142000.0,100300.0,41400.0,36600.0,17300.0,99100.0,108600.0,113200.0,49200.0,121700.0,3100.0,262030.0,563600.0,122100.0,282400.0,369730.0,533720.0,482076.0,69400.0
93757000,12895813.0,26714415.0,7886891.0,332197175.0,124700.0,122500.0,125500.0,125500.0,120800.0,130400.0,8807.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,51675.0,142000.0,100300.0,41400.0,36600.0,17300.0,100100.0,108600.0,113400.0,49200.0,64600.0,19100.0,281230.0,559200.0,122100.0,285500.0,369730.0,500920.0,482076.0,69400.0
93800000,12703513.0,26773015.0,7881391.0,332927917.0,124700.0,122500.0,125500.0,125500.0,120800.0,130500.0,8825.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,55075.0,143300.0,100200.0,32600.0,36600.0,17100.0,100100.0,108600.0,113400.0,49200.0,6500.0,29100.0,153330.0,547900.0,122500.0,285500.0,369730.0,500920.0,482076.0,69400.0
93803000,12833713.0,26837315.0,7890191.0,333729658.0,124700.0,122500.0,125500.0,125500.0,120800.0,130400.0,8851.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,67375.0,144300.0,100200.0,32600.0,36600.0,17100.0,100100.0,108600.0,113400.0,49200.0,62900.0,99800.0,154130.0,547900.0,122500.0,285500.0,369730.0,500920.0,481076.0,69300.0
93806000,12801453.0,26949715.0,7948491.0,335131654.0,124800.0,122500.0,125500.0,125500.0,120800.0,130400.0,8895.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,8400.0,88275.0,144900.0,101000.0,32600.0,36600.0,16900.0,95000.0,108600.0,121400.0,127300.0,154030.0,548760.0,122500.0,285500.0,369730.0,500920.0,480076.0,72100.0,279900.0
93809000,12655153.0,27067415.0,8041691.0,336599556.0,124700.0,122500.0,125500.0,125500.0,120800.0,130500.0,8942.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,102600.0,86375.0,149400.0,101000.0,32600.0,36600.0,16900.0,95000.0,108600.0,121400.0,127500.0,172530.0,386160.0,122500.0,285500.0,369730.0,500820.0,479876.0,72100.0,279900.0
93812000,12772153.0,27218415.0,7975091.0,338482840.0,124700.0,122500.0,125500.0,125500.0,120800.0,130500.0,8968.0,124700.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,125700.0,20900.0,92875.0,151500.0,101000.0,32900.0,41600.0,16900.0,95200.0,108600.0,121400.0,240400.0,172530.0,388160.0,112600.0,285000.0,371730.0,501420.0,479876.0,72100.0,279900.0
93815000,12853943.0,27378615.0,7965091.0,340480169.0,124700.0,122500.0,125500.0,125500.0,120800.0,130400.0,9028.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,61775.0,154000.0,121000.0,32900.0,41700.0,16900.0,95200.0,108600.0,122400.0,47700.0,58990.0,262800.0,172330.0,388160.0,112600.0,285000.0,371730.0,498420.0,482876.0,72100.0
93818000,12955968.0,27478390.0,7902816.0,341723481.0,124600.0,122500.0,125500.0,125500.0,120800.0,130400.0,9075.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,161400.0,121000.0,33000.0,41700.0,16900.0,95200.0,108400.0,121900.0,47700.0,56300.0,46300.0,89415.0,262700.0,175830.0,389060.0,112600.0,305000.0,371730.0,497420.0,482876.0
93821000,12836468.0,27627490.0,7891216.0,343581249.0,124600.0,122500.0,125500.0,125500.0,120800.0,130400.0,9110.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,147500.0,121000.0,33000.0,41700.0,17400.0,95200.0,108400.0,121900.0,47700.0,56300.0,72000.0,79715.0,125400.0,175830.0,389260.0,112600.0,310000.0,371730.0,497420.0,481876.0
93824000,12756008.0,27799590.0,7809616.0,345724594.0,124600.0,122500.0,125500.0,125500.0,120700.0,130500.0,9159.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,46400.0,121000.0,33000.0,42300.0,17400.0,95200.0,108400.0,121900.0,47700.0,56300.0,3400.0,63815.0,123400.0,175830.0,395260.0,112600.0,310000.0,367930.0,488020.0,484876.0
93827000,12691908.0,27861090.0,7818516.0,346491030.0,124600.0,122500.0,125500.0,125500.0,120700.0,130500.0,9219.0,124600.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,22500.0,39000.0,121000.0,35000.0,42300.0,17400.0,95000.0,108400.0,120900.0,41900.0,7415.0,123400.0,174430.0,394260.0,112600.0,310000.0,367930.0,483720.0,484876.0,69600.0
93830000,12684708.0,27940890.0,7763016.0,347485061.0,124500.0,122500.0,125500.0,125500.0,120700.0,130500.0,9279.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,123500.0,124500.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,121000.0,35000.0,41300.0,18400.0,96700.0,108400.0,120900.0,41900.0,56300.0,134016.0,20800.0,18100.0,44500.0,108315.0,174430.0,294260.0,112600.0,310000.0,367930.0,483720.0
93833000,12646008.0,28005790.0,7860716.0,348293517.0,124500.0,122500.0,125500.0,125500.0,120700.0,130500.0,9312.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,125600.0,2300.0,156100.0,35000.0,100100.0,18400.0,96700.0,108400.0,120900.0,41900.0,61300.0,37000.0,109315.0,174430.0,294360.0,112600.0,311500.0,367930.0,483720.0,486876.0,74600.0
93836000,12626908.0,28045790.0,7883216.0,348791421.0,124500.0,122500.0,125500.0,125500.0,120800.0,130500.0,9337.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,123500.0,124500.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,157100.0,35000.0,100100.0,18400.0,98600.0,108400.0,120300.0,41900.0,61300.0,156516.0,9800.0,500.0,36500.0,106315.0,174430.0,294360.0,112600.0,311500.0,367930.0,483720.0
93839000,12632108.0,28080790.0,7911516.0,349227410.0,124500.0,122500.0,125500.0,125500.0,120800.0,130500.0,9360.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,24500.0,157900.0,35000.0,100700.0,18400.0,99000.0,108400.0,120300.0,41900.0,61300.0,1400.0,42100.0,106215.0,183830.0,296360.0,111700.0,311500.0,367930.0,483720.0,491876.0
93842000,12650908.0,28137290.0,7902816.0,349930819.0,124500.0,122500.0,125500.0,125500.0,120800.0,130500.0,9386.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,13900.0,155300.0,35000.0,98700.0,17600.0,100500.0,108400.0,120300.0,42100.0,61300.0,1600.0,57300.0,105915.0,183830.0,296360.0,111700.0,312200.0,367930.0,482720.0,493876.0
93845000,12696708.0,28257790.0,7855916.0,351430729.0,124600.0,122500.0,125500.0,125500.0,120700.0,130500.0,9433.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,123500.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,113800.0,35000.0,98700.0,17600.0,101500.0,108400.0,121300.0,42100.0,51800.0,156516.0,34700.0,57300.0,107615.0,183830.0,296360.0,111700.0,312200.0,367930.0,482720.0,494676.0
93848000,12727508.0,28285690.0,7969816.0,351778099.0,124500.0,122500.0,125500.0,125500.0,120800.0,130500.0,9448.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,89800.0,127800.0,32400.0,98100.0,18600.0,104500.0,108400.0,122300.0,42100.0,51800.0,44300.0,62800.0,122415.0,185230.0,296360.0,111700.0,312200.0,367930.0,482720.0,494676.0
93851000,12825008.0,28360690.0,7935416.0,352712109.0,124500.0,122500.0,125500.0,125500.0,120800.0,130500.0,9467.0,124500.0,124400.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,49300.0,132700.0,32400.0,98100.0,18600.0,104500.0,108400.0,122300.0,42100.0,51800.0,122900.0,66800.0,123415.0,185230.0,297360.0,111700.0,312200.0,367930.0,482720.0,504676.0
93854000,12847408.0,28655090.0,7758716.0,356375062.0,124600.0,122500.0,125500.0,125500.0,120700.0,130500.0,9552.0,124300.0,124200.0,124100.0,124000.0,123900.0,123800.0,123700.0,123600.0,123500.0,123400.0,124600.0,124700.0,124800.0,124900.0,125000.0,125100.0,125200.0,125300.0,125400.0,125500.0,1600.0,97400.0,18600.0,124800.0,108400.0,122300.0,42100.0,62900.0,156016.0,229200.0,113800.0,98500.0,123415.0,185230.0,297360.0,111700.0,312200.0,367430.0,482720.0,504676.0
